"","X","State","ID","Material","Taxa","Type","County","Measured","Mea_SE","Norm","Norm_SE","X13C","SiteID","SiteName","Lat","Long","Strat","Context","AMS_Radio","Comment","Reference","Region","Date","Error","Site_Name"
"94",39409,"New Mexico","Beta-42781","CHARCOAL","post","ARCHAEOLOGICAL","San Juan",730,90,NA,NA,NA,"LA80318",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:10-5, 10-9","Plateau",730,90,"LA80318"
"95",39410,"New Mexico","Beta-43650","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",750,60,NA,NA,NA,"LA78171",NA,36.512598,-108.323153,NA,"Unknown from  Str-7.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",750,60,"LA78171"
"96",39411,"New Mexico","PSUAMS-1346","BONE","Macaw humerus","ARCHAEOLOGICAL","San Juan (Chaco Canyon)",760,25,NA,NA,NA,"LA?","Arroyo Hondo",36.512598,-108.323153,NA,NA,"AMS",NA,"George et al. 2018- Archaeogemonic evidence from the southwestern US points to a Pre-Hispanic scarlet macaw breeding colony","Plateau",760,25,"Arroyo Hondo"
"97",39412,"New Mexico","Beta-59214","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",760,50,NA,NA,NA,"LA72766",NA,36.512598,-108.323153,NA,"Fuelwood from  Str-1 F-2.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",760,50,"LA72766"
"98",39413,"New Mexico","Beta-59219","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",770,60,NA,NA,NA,"LA72771",NA,36.512598,-108.323153,NA,"Fuelwood from  Str-2.",NA,NA,"Hovezak and Sesler 2002","Plateau",770,60,"LA72771"
"99",39414,"New Mexico","Beta-50230","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",780,90,NA,NA,NA,"LA79280",NA,36.512598,-108.323153,NA,"Hearth fuelwood from  Str-3 F-32.",NA,NA,"Hovezak and Sesler 2002","Plateau",780,90,"LA79280"
"100",39415,"New Mexico","Beta-59193","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",780,50,NA,NA,NA,"LA16209",NA,36.512598,-108.323153,NA,"Hearth fuelwood from  NS-1 F-2.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",780,50,"LA16209"
"101",39416,"New Mexico","Beta-59250","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",790,50,NA,NA,NA,"LA73582",NA,36.512598,-108.323153,NA,"Structural timber from  2.",NA,NA,"Hovezak and Sesler 2002","Plateau",790,50,"LA73582"
"102",39417,"New Mexico","Beta-42782","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",820,70,NA,NA,NA,"LA80318",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:10-3, 10-9","Plateau",820,70,"LA80318"
"103",39418,"New Mexico","Beta-59277","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",820,60,NA,NA,NA,"LA79468",NA,36.512598,-108.323153,NA,"Unknown from  F-1.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",820,60,"LA79468"
"104",39419,"New Mexico","Beta-69216","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",820,50,NA,NA,NA,"LA72746",NA,36.512598,-108.323153,NA,"Structural timber in posthole from  6.",NA,NA,"Hovezak and Sesler 2002","Plateau",820,50,"LA72746"
"105",39420,"New Mexico","Beta-49486","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",840,60,NA,NA,NA,"LA85226",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:23-2","Plateau",840,60,"LA85226"
"106",39421,"New Mexico","Beta-59234","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",840,90,NA,NA,NA,"LA72787",NA,36.512598,-108.323153,NA,"Fuelwood? from  Str-3 F-21.",NA,NA,"Hovezak and Sesler 2002","Plateau",840,90,"LA72787"
"107",39422,"New Mexico","UGa-4230","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",850,60,NA,NA,NA,"LA?","H-42-65",36.512598,-108.323153,NA,NA,"RADIOMETRIC",NA,"Vogler, L.E., K. Langenfeld and D. Gilipin  (1993)     DA'A' A'K'EH NITSAA: An Overview of the Cultural Resources of the  Navajo Indian Irrigation Project, North-Western New Mexico.  Navajo  Nation Papers in Anthropology Number 29. Navajo Nation Cultural  Resources Management Program, Window Rock.","Plateau",850,60,"H-42-65"
"108",39423,"New Mexico","Beta-59242","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",850,60,NA,NA,NA,"LA73530",NA,36.512598,-108.323153,NA,"Secondary scattered charcoal from  NS-2.",NA,NA,"Hovezak and Sesler 2002","Plateau",850,60,"LA73530"
"109",39424,"New Mexico","Beta-59248","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",850,50,NA,NA,NA,"LA73582",NA,36.512598,-108.323153,NA,"Fuelwood from  NS-2 F-10.",NA,NA,"Hovezak and Sesler 2002","Plateau",850,50,"LA73582"
"110",39425,"New Mexico","Beta-59244","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",860,50,NA,NA,NA,"LA73530",NA,36.512598,-108.323153,NA,"Structural collapse scattered charcoal from  2.",NA,NA,"Hovezak and Sesler 2002","Plateau",860,50,"LA73530"
"111",39426,"New Mexico","Beta-59228","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",870,50,NA,NA,NA,"LA72783",NA,36.512598,-108.323153,NA,"Refuse from  NS-3.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",870,50,"LA72783"
"112",39427,"New Mexico","Beta-50226","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",890,60,NA,NA,NA,"LA79280",NA,36.512598,-108.323153,NA,"Refuse from  SU-19.",NA,NA,"Hovezak and Sesler 2002","Plateau",890,60,"LA79280"
"113",39428,"New Mexico","Beta-38403","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",900,90,NA,NA,NA,"LA26638","AR-03-08-03-358",36.512598,-108.323153,NA,NA,NA,NA,"Miller, 1996-Jornada Radiocarbon Database","Plateau",900,90,"AR-03-08-03-358"
"114",39429,"New Mexico","Beta-50231","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",900,80,NA,NA,NA,"LA79280",NA,36.512598,-108.323153,NA,"Hearth fuelwood from  Str-1 F-46.",NA,NA,"Hovezak and Sesler 2002","Plateau",900,80,"LA79280"
"115",39430,"New Mexico","Beta-14257","CHARCOAL","various seeds","ARCHAEOLOGICAL","San Juan",937,60,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"room 13, feature 46, hearth",NA,NA,"Vierra 1986","Plateau",937,60,"LA50337"
"116",39431,"New Mexico","Beta-59243","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",980,60,NA,NA,NA,"LA73530",NA,36.512598,-108.323153,NA,"Structural timber from  1.",NA,NA,"Hovezak and Sesler 2002","Plateau",980,60,"LA73530"
"117",39432,"New Mexico","Beta-59229","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",990,50,NA,NA,NA,"LA72783",NA,36.512598,-108.323153,NA,"Refuse from  NS-4.",NA,NA,"Hovezak and Sesler 2002","Plateau",990,50,"LA72783"
"118",39433,"New Mexico","Beta-15431","SEEDS","Zea mays cobs, charred","ARCHAEOLOGICAL","San Juan",1009,90,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"Plaza 1, feature 9, pit with burned sides",NA,NA,"Vierra 1986","Plateau",1009,90,"LA50337"
"119",39434,"New Mexico","Beta-59266","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1030,50,NA,NA,NA,"LA73589",NA,36.512598,-108.323153,NA,"Structural timber from  1.",NA,NA,"Hovezak and Sesler 2002","Plateau",1030,50,"LA73589"
"120",39435,"New Mexico","Beta-38402","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1070,70,NA,NA,NA,"LA26638","AR-03-08-03-358",36.512598,-108.323153,NA,NA,NA,NA,"Miller, 1996-Jornada Radiocarbon Database","Plateau",1070,70,"AR-03-08-03-358"
"121",39436,"New Mexico","Beta-59251","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1070,60,NA,NA,NA,"LA73582",NA,36.512598,-108.323153,NA,"Structural timber from  4.",NA,NA,"Hovezak and Sesler 2002","Plateau",1070,60,"LA73582"
"122",39437,"New Mexico","Beta-14246","OTHER",NA,"ARCHAEOLOGICAL","San Juan",1071,60,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"kiva, roof material",NA,NA,"Vierra 1986","Plateau",1071,60,"LA50337"
"123",39438,"New Mexico","Beta-34167","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1110,90,NA,NA,NA,"LA68380",NA,36.512598,-108.323153,NA,"Feature 1, deflated hearth",NA,NA,"Zamora 2000","Plateau",1110,90,"LA68380"
"124",39439,"New Mexico","Beta-42783","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1120,80,NA,NA,NA,"LA80318",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:10-3–10-4, 10-9","Plateau",1120,80,"LA80318"
"125",39440,"New Mexico","Beta-14249","WOOD","cottonwood","ARCHAEOLOGICAL","San Juan",1123,80,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"Plaza 1, ramada support",NA,NA,"Vierra 1986","Plateau",1123,80,"LA50337"
"126",39441,"New Mexico","DIC-2632","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1130,45,NA,NA,NA,"LA38951","La Ceja Blanca",36.512598,-108.323153,NA,"Hearth, Late Rosa - early Piedra phase","RADIOMETRIC",NA,"Marshall 1985","Plateau",1130,45,"La Ceja Blanca"
"127",39442,"New Mexico","Beta-50707","UNKNOWN",NA,"ARCHAEOLOGICAL","San Juan",1140,100,NA,NA,NA,"LA81172",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:18.16","Plateau",1140,100,"LA81172"
"128",39443,"New Mexico","Beta-14256","CHARCOAL","various seeds","ARCHAEOLOGICAL","San Juan",1152,50,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"feature 49, possible hearth",NA,NA,"Vierra 1986","Plateau",1152,50,"LA50337"
"129",39444,"New Mexico","DIC-2628","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1160,50,NA,NA,NA,"LA38945","Los Jacales",36.512598,-108.323153,NA,"Feature 2, midden fill in pit structure, Rosa phase","RADIOMETRIC",NA,"Marshall 1985","Plateau",1160,50,"Los Jacales"
"130",39445,"New Mexico","Beta-15430","SEEDS","Zea mays, charred","ARCHAEOLOGICAL","San Juan",1164,90,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"burned maize kernels, top of roof fill",NA,NA,"Vierra 1986","Plateau",1164,90,"LA50337"
"131",39446,"New Mexico","Beta-49538","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1180,60,NA,NA,NA,"LA80911",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:15-2, 15-6","Plateau",1180,60,"LA80911"
"132",39448,"New Mexico","Beta-14250","CHARCOAL","goosefoot and pigweed seeds","ARCHAEOLOGICAL","San Juan",1205,60,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"Feature 22, hearth",NA,NA,"Vierra 1986","Plateau",1205,60,"LA50337"
"133",39449,"New Mexico","Beta-14253","SEEDS","Chenopodium","ARCHAEOLOGICAL","San Juan",1215,70,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"Plaza 3, feature 38, large oblong pit",NA,NA,"Vierra 1986","Plateau",1215,70,"LA50337"
"134",39450,"New Mexico","Beta-50213","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1250,60,NA,NA,NA,"LA72742",NA,36.512598,-108.323153,NA,"Scattered charcoal from  F-5.",NA,NA,"Hovezak and Sesler 2002","Plateau",1250,60,"LA72742"
"135",39451,"New Mexico","Beta-14251","SEEDS","mixture of various seeds, Zea mays, charred","ARCHAEOLOGICAL","San Juan",1257,70,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"Room 8, hearth contents",NA,NA,"Vierra 1986","Plateau",1257,70,"LA50337"
"137",39453,"New Mexico","Beta-14255","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1288,70,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"room 13, stratum 103, mixed deposit of materials",NA,NA,"Vierra 1986","Plateau",1288,70,"LA50337"
"138",39454,"New Mexico","Beta-14260","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1329,60,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"Plaza 3, feature 54 below plaza surface, burned pit",NA,NA,"Vierra 1986","Plateau",1329,60,"LA50337"
"139",39455,"New Mexico","Tx-45","WOOD","Juniper log","ARCHAEOLOGICAL","San Juan",1360,100,NA,NA,NA,"LA4195","Sambrito Site",36.512598,-108.323153,NA,NA,"RADIOMETRIC",NA,"Texas lab database","Plateau",1360,100,"Sambrito Site"
"141",39457,"New Mexico","DIC-2403","CHARCOAL?",NA,"ARCHAEOLOGICAL","San Juan",1370,95,NA,NA,NA,"LA19411",NA,36.512598,-108.323153,NA,NA,"RADIOMETRIC",NA,"Hogan, Patrick and Joseph C. Winter (1983)   Economy and Interaction Along the Lower Chaco River: The Navajo Mine Archeological Program, Mining Area III, San Juan County, New Mexico.  Office of Contract Archeology and the Maxwell Museum of Anthropology, University of New Mexico, Albuquerque.","Plateau",1370,95,"LA19411"
"142",39458,"New Mexico","UGa-4605","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1400,80,NA,NA,NA,"LA34322","Ashislepah Shelter (CRP PH AH 15)",36.512598,-108.323153,NA,"Feature 1, hearth","RADIOMETRIC",NA,"Simmons, Alan H.  (1984)  Archaic Prehistory and Paleoenvironments in the San Juan Basin, New Mexico: The Chaco Shelters Project.  University of Kansas, Museum of Anthropology, Project Report Series No. 53, Lawrence, Kansas.","Plateau",1400,80,"Ashislepah Shelter (CRP PH AH 15)"
"144",39460,"New Mexico","I-252","CHARCOAL?",NA,"ARCHAEOLOGICAL","San Juan",1420,80,NA,NA,NA,"LA4289","Valentine Village",36.512598,-108.323153,NA,NA,"RADIOMETRIC",NA,"Eddy, Frank W.  (1966)   Prehistory in the Navajo Reservoir District, Northern New Mexico.  Museum of New Mexico Press, Papers in Anthropology, Santa Fe.","Plateau",1420,80,"Valentine Village"
"146",39462,"New Mexico","Beta-69201","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1440,60,NA,NA,NA,"LA72717",NA,36.512598,-108.323153,NA,NA,NA,NA,"Hovezak 2002:72, 92","Plateau",1440,60,"LA72717"
"147",39463,"New Mexico","Beta-33386","UNKNOWN",NA,"ARCHAEOLOGICAL","San Juan",1470,70,NA,NA,NA,"LA61896",NA,36.512598,-108.323153,NA,NA,NA,NA,"Brown, GaryM.  (1991)   Archaeological Data Recovery at San Juan Coal's La Plata Mine.  TRC, inc.","Plateau",1470,70,"LA61896"
"148",39464,"New Mexico","Beta-14254","WOOD","willow arrow fragments","ARCHAEOLOGICAL","San Juan",1473,80,NA,NA,NA,"LA50337",NA,36.512598,-108.323153,NA,"room 13 and plaza,stratum 82/86",NA,NA,"Vierra 1986","Plateau",1473,80,"LA50337"
"150",39466,"New Mexico","Beta-50216","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1480,90,NA,NA,NA,"LA72742",NA,36.512598,-108.323153,NA,"Scattered charcoal from  F-3.",NA,NA,"Hovezak and Sesler 2002","Plateau",1480,90,"LA72742"
"151",39467,"New Mexico","UGa-4225","WOOD","beam or post","ARCHAEOLOGICAL","San Juan",1490,75,NA,NA,NA,"LA43212","H-26-56",36.512598,-108.323153,NA,"Feature 13","RADIOMETRIC",NA,"Vogler, L.E., K. Langenfeld and D. Gilipin  (1993)     DA'A' A'K'EH NITSAA: An Overview of the Cultural Resources of the  Navajo Indian Irrigation Project, North-Western New Mexico.  Navajo  Nation Papers in Anthropology Number 29. Navajo Nation Cultural  Resources Management Program, Window Rock.","Plateau",1490,75,"H-26-56"
"152",39468,"New Mexico","Beta-59268","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1490,50,NA,NA,NA,"LA79045",NA,36.512598,-108.323153,NA,"Scattered charcoal from  Str-1.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1490,50,"LA79045"
"153",39469,"New Mexico","DIC-2410","CHARCOAL?",NA,"ARCHAEOLOGICAL","San Juan",1500,55,NA,NA,NA,"LA19374",NA,36.512598,-108.323153,NA,NA,"RADIOMETRIC",NA,"Hogan, Patrick and Joseph C. Winter (1983)   Economy and Interaction Along the Lower Chaco River: The Navajo Mine Archeological Program, Mining Area III, San Juan County, New Mexico.  Office of Contract Archeology and the Maxwell Museum of Anthropology, University of New Mexico, Albuquerque.","Plateau",1500,55,"LA19374"
"154",39470,"New Mexico","Beta-53144","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1530,100,NA,NA,NA,"LA18332",NA,36.512598,-108.323153,NA,NA,NA,NA,"DeMar and Wilcox 1995:75-76, Table 76, App. G","Plateau",1530,100,"LA18332"
"155",39471,"New Mexico","Beta-69203","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1540,70,NA,NA,NA,"LA72739",NA,36.512598,-108.323153,NA,"In situ post from  Str-1 F-6.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1540,70,"LA72739"
"156",39472,"New Mexico","Beta-34873","UNKNOWN",NA,"ARCHAEOLOGICAL","San Juan",1550,60,NA,NA,NA,"LA61848",NA,36.512598,-108.323153,NA,NA,NA,NA,"Brown, Gary M.  (1991)   Archaeological Data Recovery at San Juan Coal's La Plata Mine.  TRC, inc.","Plateau",1550,60,"LA61848"
"157",39473,"New Mexico","Beta-59274","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1550,50,NA,NA,NA,"LA79045",NA,36.512598,-108.323153,NA,"Fuelwood from  Str-1 F-12.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1550,50,"LA79045"
"158",39474,"New Mexico","Beta-59201","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1570,60,NA,NA,NA,"LA71610",NA,36.512598,-108.323153,NA,NA,NA,NA,"Sesler 2002:35, 46","Plateau",1570,60,"LA71610"
"159",39475,"New Mexico","UGa-3932?","CHARCOAL?",NA,"ARCHAEOLOGICAL","San Juan",1580,70,NA,NA,NA,"LA43101","H-39-122",36.512598,-108.323153,NA,NA,"RADIOMETRIC","lab number appears in WY also","Vogler, L.E., K. Langenfeld and D. Gilipin  (1993)     DA'A' A'K'EH NITSAA: An Overview of the Cultural Resources of the  Navajo Indian Irrigation Project, North-Western New Mexico.  Navajo  Nation Papers in Anthropology Number 29. Navajo Nation Cultural  Resources Management Program, Window Rock.","Plateau",1580,70,"H-39-122"
"160",39476,"New Mexico","Beta-59231","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1580,60,NA,NA,NA,"LA72787",NA,36.512598,-108.323153,NA,"Fuelwood from  NS-1 F-11.",NA,NA,"Hovezak and Sesler 2002","Plateau",1580,60,"LA72787"
"161",39477,"New Mexico","Beta-59269","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1590,50,NA,NA,NA,"LA79045",NA,36.512598,-108.323153,NA,"Scattered charcoal from  Str-1.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1590,50,"LA79045"
"162",39479,"New Mexico","Beta-50214","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1600,80,NA,NA,NA,"LA72742",NA,36.512598,-108.323153,NA,"Scattered charcoal from  F-4.",NA,NA,"Hovezak and Sesler 2002","Plateau",1600,80,"LA72742"
"163",39480,"New Mexico","Beta-53143","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1620,100,NA,NA,NA,"LA18332",NA,36.512598,-108.323153,NA,NA,NA,NA,"DeMar and Wilcox 1995:75-76, Table 76, App. G","Plateau",1620,100,"LA18332"
"164",39481,"New Mexico","DIC-2626","SEEDS","Zea mays, charred","ARCHAEOLOGICAL","San Juan",1630,85,NA,NA,NA,"LA38944","Los Sotanos",36.512598,-108.323153,NA,"Feature 5, corn sample, Los Pinos phase","RADIOMETRIC",NA,"Marshall 1985","Plateau",1630,85,"Los Sotanos"
"165",39482,"New Mexico","Beta-59270","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1630,70,NA,NA,NA,"LA79045",NA,36.512598,-108.323153,NA,"Scattered charcoal from  Str-1.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1630,70,"LA79045"
"166",39483,"New Mexico","DIC-2409","CHARCOAL?",NA,"ARCHAEOLOGICAL","San Juan",1630,75,NA,NA,NA,"LA19374",NA,36.512598,-108.323153,NA,NA,"RADIOMETRIC",NA,"Hogan, Patrick and Joseph C. Winter (1983)   Economy and Interaction Along the Lower Chaco River: The Navajo Mine Archeological Program, Mining Area III, San Juan County, New Mexico.  Office of Contract Archeology and the Maxwell Museum of Anthropology, University of New Mexico, Albuquerque.","Plateau",1630,75,"LA19374"
"167",39484,"New Mexico","I-251","WOOD",NA,"ARCHAEOLOGICAL","San Juan",1640,90,NA,NA,NA,"LA4289","Valentine Village",36.512598,-108.323153,NA,"Rotted wood from a first-course log, main room, Structure 10, a Los Pinos nonring structure.  Associated artifacts include brown ware ceramics.  Date is thought to be consistent with the estimated ceramic dae of AD 200-350.  Milling/grinding stones and heavy chopper-hammers generally found around the periphery of the main room.  Structure 10 is slightly overlapped by Structure 3.  Structure 10:  2 rooms, dumbbell shaped, connected by a postlined hallway.  Two basin shaped floors.  Logs are set partialy below the original ground surface. Second course in place in some areas, set at an angle to those below, indicating cribbing.   Firebasin in the center of each room.  19 subfloor pits (4 in the antechamber).  Two pits have mud domes; another mud dome w/o pit is in the antechamber.  Bell shaped pits also found in the main room.  28 postholes are in the 2 rooms and intervening area.","RADIOMETRIC",NA,"EDDY 1961","Plateau",1640,90,"Valentine Village"
"168",39485,"New Mexico","Beta-49578","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1650,50,NA,NA,NA,"LA81173",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:19-3, 19-7; MAPL Project - Woods Canyon Archaeological Consultants","Plateau",1650,50,"LA81173"
"169",39486,"New Mexico","DIC-2400","CHARCOAL?",NA,"ARCHAEOLOGICAL","San Juan",1650,75,NA,NA,NA,"LA19411",NA,36.512598,-108.323153,NA,NA,"RADIOMETRIC",NA,"Hogan, Patrick and Joseph C. Winter (1983)   Economy and Interaction Along the Lower Chaco River: The Navajo Mine Archeological Program, Mining Area III, San Juan County, New Mexico.  Office of Contract Archeology and the Maxwell Museum of Anthropology, University of New Mexico, Albuquerque.","Plateau",1650,75,"LA19411"
"170",39487,"New Mexico","DIC-2715","WOOD",NA,"ARCHAEOLOGICAL","San Juan",1660,75,NA,NA,NA,"LA38946","El Campo Navahu",36.512598,-108.323153,NA,"Feature 4 flotation samples, Apparent sample error","RADIOMETRIC",NA,"Marshall 1985","Plateau",1660,75,"El Campo Navahu"
"171",39488,"New Mexico","Beta-33382","UNKNOWN",NA,"ARCHAEOLOGICAL","San Juan",1660,60,NA,NA,NA,"LA61848",NA,36.512598,-108.323153,NA,NA,NA,NA,"Brown, Gary M.  (1991)   Archaeological Data Recovery at San Juan Coal's La Plata Mine.  TRC, inc.","Plateau",1660,60,"LA61848"
"172",39489,"New Mexico","Beta-50223","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1660,90,NA,NA,NA,"LA72742",NA,36.512598,-108.323153,NA,"Scattered charcoal from  F-8.",NA,NA,"Hovezak and Sesler 2002","Plateau",1660,90,"LA72742"
"173",39490,"New Mexico","Beta-69200","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1660,80,NA,NA,NA,"LA72717",NA,36.512598,-108.323153,NA,NA,NA,NA,"Hovezak 2002:72, 92","Plateau",1660,80,"LA72717"
"175",39492,"New Mexico","Beta-59273","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1670,60,NA,NA,NA,"LA79045",NA,36.512598,-108.323153,NA,"Scattered charcoal from  Str-1.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1670,60,"LA79045"
"176",39493,"New Mexico","Beta-59283","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1670,50,NA,NA,NA,"LA82984",NA,36.512598,-108.323153,NA,"Fuelwood from  NS-1 F-3.",NA,NA,"Hovezak and Sesler 2002","Plateau",1670,50,"LA82984"
"178",39495,"New Mexico","Beta-42794","SEDIMENT","carbonaceous sediment","GEOLOGICAL","San Juan",1690,60,NA,NA,NA,"LA81172",NA,36.512598,-108.323153,NA,NA,NA,NA,"Honeycutt and Fetterman 1994:18.16; MAPL Project - Woods Canyon Archaeological Consultants","Plateau",1690,60,"LA81172"
"180",39497,"New Mexico","Beta-5428","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1700,60,NA,NA,NA,"LA37972","Ridge site",36.512598,-108.323153,NA,"Structure 15, sample from central hearth. See BETA-5427 for description of structure.",NA,NA,"NICKENS & ASSOCIATES 1983","Plateau",1700,60,"Ridge site"
"181",39498,"New Mexico","Beta-59197","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1700,50,NA,NA,NA,"LA71610",NA,36.512598,-108.323153,NA,NA,NA,NA,"Sesler 2002:31, 46","Plateau",1700,50,"LA71610"
"182",39499,"New Mexico","Beta-59210","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1710,60,NA,NA,NA,"LA72747",NA,36.512598,-108.323153,NA,"Structural collapse from  Str-1.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1710,60,"LA72747"
"183",39500,"New Mexico","UGa-4154","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1730,70,NA,NA,NA,"LA?","H-39-256",36.512598,-108.323153,NA,"Feature 1","RADIOMETRIC",NA,"Vogler, L.E., K. Langenfeld and D. Gilipin  (1993)     DA'A' A'K'EH NITSAA: An Overview of the Cultural Resources of the  Navajo Indian Irrigation Project, North-Western New Mexico.  Navajo  Nation Papers in Anthropology Number 29. Navajo Nation Cultural  Resources Management Program, Window Rock.","Plateau",1730,70,"H-39-256"
"184",39501,"New Mexico","Beta-59212","CHARCOAL",NA,"ARCHAEOLOGICAL","San Juan",1730,60,NA,NA,NA,"LA72747",NA,36.512598,-108.323153,NA,"Scattered charcoal from  NS-7 F-7.",NA,NA,"HOVEZAK AND SESLER 2002","Plateau",1730,60,"LA72747"
